"AdditionalProperties","Timestamp","ResourceId","PolicyAssignmentId","PolicyDefinitionId","EffectiveParameters","IsCompliant","SubscriptionId","ResourceType","ResourceLocation","ResourceGroup","ResourceTags","PolicyAssignmentName","PolicyAssignmentOwner","PolicyAssignmentParameters","PolicyAssignmentScope","PolicyDefinitionName","PolicyDefinitionAction","PolicyDefinitionCategory","PolicySetDefinitionId","PolicySetDefinitionName","PolicySetDefinitionOwner","PolicySetDefinitionCategory","PolicySetDefinitionParameters","ManagementGroupIds","PolicyDefinitionReferenceId","ComplianceState","PolicyEvaluationDetails","PolicyDefinitionGroupNames","PolicyDefinitionVersion","PolicySetDefinitionVersion","PolicyAssignmentVersion"
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/5744710e-cc2f-4ee8-8809-3b11e89f4bc9","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","5744710e-cc2f-4ee8-8809-3b11e89f4bc9","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","previewauditcorsresourceaccessrestrictionsforawebapplication","Compliant",,"System.Collections.Generic.List`1[System.String]","2.0.0","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/2b9ad585-36bc-4615-b300-fd4435808332","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","2b9ad585-36bc-4615-b300-fd4435808332","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","2b9ad585-36bc-4615-b300-fd4435808332","Compliant",,"System.Collections.Generic.List`1[System.String]","3.0.0","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b","NonCompliant",,"System.Collections.Generic.List`1[System.String]","3.0.0","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/91a78b24-f231-4a8a-8da9-02c35b2b6510","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","91a78b24-f231-4a8a-8da9-02c35b2b6510","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","91a78b24-f231-4a8a-8da9-02c35b2b6510","NonCompliant",,"System.Collections.Generic.List`1[System.String]","2.0.1","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","Compliant",,"System.Collections.Generic.List`1[System.String]","2.0.1","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/imageronapp-rg/providers/microsoft.web/sites/iamgeroncom","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/91a78b24-f231-4a8a-8da9-02c35b2b6510","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","ImageronApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","91a78b24-f231-4a8a-8da9-02c35b2b6510","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","diagnosticlogsinappservicesshouldbeenabledmonitoringeffect","NonCompliant",,"System.Collections.Generic.List`1[System.String]","2.0.1","57.33.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/imageronapp-rg/providers/microsoft.web/sites/iamgeroncom","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","ImageronApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","ftpsshouldberequiredinyourwebappmonitoringeffect","NonCompliant",,"System.Collections.Generic.List`1[System.String]","3.0.0","57.33.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/cb510bfd-1cba-4d9f-a230-cb0976f4bb71","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","cb510bfd-1cba-4d9f-a230-cb0976f4bb71","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","previewauditremotedebuggingstateforawebapplication","Compliant",,"System.Collections.Generic.List`1[System.String]","2.0.0","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/19dd1db6-f442-49cf-a838-b0786b4401ef","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","19dd1db6-f442-49cf-a838-b0786b4401ef","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","19dd1db6-f442-49cf-a838-b0786b4401ef","NonCompliant",,"System.Collections.Generic.List`1[System.String]","1.0.0","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/imageronapp-rg/providers/microsoft.web/sites/iamgeroncom","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","ImageronApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","latesttlsversionshouldbeusedinyourwebappmonitoringeffect","Compliant",,"System.Collections.Generic.List`1[System.String]","2.0.1","57.33.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/synapseanalytics-rg/providers/microsoft.synapse/workspaces/synapse--workspace","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/d31e5c31-63b2-4f12-887b-e49456834fa1","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Synapse/workspaces","eastus","SynapseAnalytics-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","d31e5c31-63b2-4f12-887b-e49456834fa1","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","synapseworkspaceadvanceddatasecuritymonitoring","NonCompliant",,"System.Collections.Generic.List`1[System.String]","1.0.0","57.33.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/imageronapp-rg/providers/microsoft.web/sites/iamgeroncom","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/cb510bfd-1cba-4d9f-a230-cb0976f4bb71","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","ImageronApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","cb510bfd-1cba-4d9f-a230-cb0976f4bb71","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","webappdisableremotedebuggingmonitoring","Compliant",,"System.Collections.Generic.List`1[System.String]","2.0.0","57.33.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/synapseanalytics-rg/providers/microsoft.synapse/workspaces/synapse--workspace","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/0049a6b3-a662-4f3e-8635-39cf44ace45a","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Synapse/workspaces","eastus","SynapseAnalytics-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","0049a6b3-a662-4f3e-8635-39cf44ace45a","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","0049a6b3-a662-4f3e-8635-39cf44ace45a","NonCompliant",,"System.Collections.Generic.List`1[System.String]","1.0.0","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 9:56:02 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/imageronapp-rg/providers/microsoft.web/sites/iamgeroncom","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/19dd1db6-f442-49cf-a838-b0786b4401ef","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","ImageronApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","19dd1db6-f442-49cf-a838-b0786b4401ef","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","ensurewebapphasincomingclientcertificatessettoonmonitoringeffect","NonCompliant",,"System.Collections.Generic.List`1[System.String]","1.0.0","57.33.0",""
