"AdditionalProperties","Timestamp","ResourceId","PolicyAssignmentId","PolicyDefinitionId","EffectiveParameters","IsCompliant","SubscriptionId","ResourceType","ResourceLocation","ResourceGroup","ResourceTags","PolicyAssignmentName","PolicyAssignmentOwner","PolicyAssignmentParameters","PolicyAssignmentScope","PolicyDefinitionName","PolicyDefinitionAction","PolicyDefinitionCategory","PolicySetDefinitionId","PolicySetDefinitionName","PolicySetDefinitionOwner","PolicySetDefinitionCategory","PolicySetDefinitionParameters","ManagementGroupIds","PolicyDefinitionReferenceId","ComplianceState","PolicyEvaluationDetails","PolicyDefinitionGroupNames","PolicyDefinitionVersion","PolicySetDefinitionVersion","PolicyAssignmentVersion"
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 12:31:13 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/erupe_test_rg/providers/microsoft.keyvault/vaults/keyvaultfrance31","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.KeyVault/vaults","francecentral","Erupe_Test_RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","audit","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","NonCompliant",,"System.Collections.Generic.List`1[System.String]","1.2.1","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/19/2024 12:31:13 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/erupe_test_rg/providers/microsoft.keyvault/vaults/keyvaultfrance31","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/55615ac9-af46-4a59-874e-391cc3dfb490","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.KeyVault/vaults","francecentral","Erupe_Test_RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","55615ac9-af46-4a59-874e-391cc3dfb490","audit","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","55615ac9-af46-4a59-874e-391cc3dfb490","NonCompliant",,"System.Collections.Generic.List`1[System.String]","3.2.1","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:24 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/19dd1db6-f442-49cf-a838-b0786b4401ef","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","19dd1db6-f442-49cf-a838-b0786b4401ef","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","19dd1db6-f442-49cf-a838-b0786b4401ef","NonCompliant",,"System.Collections.Generic.List`1[System.String]","1.0.0","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:24 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/imageronapp-rg/providers/microsoft.web/sites/iamgeroncom","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","ImageronApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","Compliant",,"System.Collections.Generic.List`1[System.String]","2.0.1","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:23 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","ftpsshouldberequiredinyourwebappmonitoringeffect","NonCompliant",,"System.Collections.Generic.List`1[System.String]","3.0.0","57.33.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:21 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/19dd1db6-f442-49cf-a838-b0786b4401ef","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","19dd1db6-f442-49cf-a838-b0786b4401ef","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","ensurewebapphasincomingclientcertificatessettoonmonitoringeffect","NonCompliant",,"System.Collections.Generic.List`1[System.String]","1.0.0","57.33.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:21 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/cb510bfd-1cba-4d9f-a230-cb0976f4bb71","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","cb510bfd-1cba-4d9f-a230-cb0976f4bb71","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","webappdisableremotedebuggingmonitoring","Compliant",,"System.Collections.Generic.List`1[System.String]","2.0.0","57.33.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:21 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","latesttlsversionshouldbeusedinyourwebappmonitoringeffect","Compliant",,"System.Collections.Generic.List`1[System.String]","2.0.1","57.33.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:20 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b","NonCompliant",,"System.Collections.Generic.List`1[System.String]","3.0.0","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:20 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/91a78b24-f231-4a8a-8da9-02c35b2b6510","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","91a78b24-f231-4a8a-8da9-02c35b2b6510","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","diagnosticlogsinappservicesshouldbeenabledmonitoringeffect","NonCompliant",,"System.Collections.Generic.List`1[System.String]","2.0.1","57.33.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:20 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/imageronapp-rg/providers/microsoft.web/sites/iamgeroncom","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/2b9ad585-36bc-4615-b300-fd4435808332","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","ImageronApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","2b9ad585-36bc-4615-b300-fd4435808332","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","2b9ad585-36bc-4615-b300-fd4435808332","Compliant",,"System.Collections.Generic.List`1[System.String]","3.0.0","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:20 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/intelasensewebapp-rg/providers/microsoft.web/sites/intelasenseaiweb","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/8e80ab1009834b55a84887c9","/providers/microsoft.authorization/policydefinitions/8c122334-9d20-4eb8-89ea-ac9a705b74ae","","False","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","IntelasenseWebApp-RG","tbd","8e80ab1009834b55a84887c9","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","8c122334-9d20-4eb8-89ea-ac9a705b74ae","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f","","regulatory compliance","","","8c122334-9d20-4eb8-89ea-ac9a705b74ae","NonCompliant",,"System.Collections.Generic.List`1[System.String]","4.0.0","17.8.0",""
"System.Collections.Generic.Dictionary`2[System.String,System.Object]","3/18/2024 10:10:20 AM","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/resourcegroups/imageronapp-rg/providers/microsoft.web/sites/iamgeroncom","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc/providers/microsoft.authorization/policyassignments/securitycenterbuiltin","/providers/microsoft.authorization/policydefinitions/f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","","True","9e433097-fcac-4ffc-83ea-73c516eb84cc","Microsoft.Web/sites","eastus","ImageronApp-RG","tbd","SecurityCenterBuiltIn","tbd","","/subscriptions/9e433097-fcac-4ffc-83ea-73c516eb84cc","f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b","auditifnotexists","tbd","/providers/Microsoft.Authorization/policySetDefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8","1f3afdf9-d0c9-4c3d-847f-89da613e70a8","","security center","","","latesttlsversionshouldbeusedinyourwebappmonitoringeffect","Compliant",,"System.Collections.Generic.List`1[System.String]","2.0.1","57.33.0",""
